"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Redwing Pond","7/13/2009","7/13/2009","2009","Ansonia",41.3444,73.0525,"CT","CAES","N","N",0.49,4845.169,284.488,1.152,1,NA,0.8224,NA,NA,"Y",0.0173,0.0173,0.0173,0,0,1,0,0,0,1,0,0,0,10,2,8,"SAV",0,0.00479,0,0,0,0.01253,0,0,0,2,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.95,0.05,2,57.95,2.85,1,12.1,NA,1,19.9,NA,2,22.15,1.85,1,1.1,NA,"",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rolling Ridge Pond","combined","6/12/2009","comb","Norwalk ",41.1346,73.4223,"CT","CAES","Y","N",0.4,2604.745,272.66,1.507,2,NA,0.7873,NA,NA,"Y",0.0144,0.0288,0,0,0,1,0,0,0,1,0,0,0,3,2,1,"SAV",0,0.01745,0,0,0,0.01139,0,0,0,2,0.1688,0.0593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.75,0,2,206,69.5,2,0.05065,0.04915,2,22.4,3.2,2,26.85,8.05,2,0.6,0.1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseland Lake","6/19/2012","6/19/2012","2012","Woodstock",41.9509,71.9509,"CT","CAES","N","N",38.85,370254.47,3266.89,1.479,5,NA,0.8051,NA,NA,"Y",2e-04,2e-04,2e-04,0,0,0,0,0,0,1,0,0,0,12,1,11,"SAV",0,0,0,0,0,0.00022,0,0,0,2,0.2085,0.1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.25,0.75,2,95,1,1,9.6,NA,1,21.5,NA,2,28.5,6,1,1.5,NA,"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Salmon Brook","8/4/2005","8/4/2005","2005","Glastonbury",41.718,72.6096,"CT","CAES","N","N",0.45,4285.418,323.347,1.367,2,NA,0.4815,NA,NA,"Y",0.0316,0.0316,0.0316,0,0,1,0,0,0,0,0,0,0,4,1,3,"SAV",0,0.02658,0,0,0,0.005,0,0,0,2,0.0995,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.7,0.8,2,116,6,1,12.5,NA,1,29.7,NA,2,22.13,1.125,1,0.7,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scribner Pond","7/27/2011","7/27/2011","2011","Norwalk",41.1091,73.4434,"CT","CAES","N","N",0.97,7564.37,591.56,1.919,2,1,0.78,NA,NA,"Y",0.6039,0.7105,0.4973,0,0,1,0,0,0,0,0,0,0,3,1,2,"FP?",0,0.49733,0,0,0,0,0,0,0,2,0.5045,0.1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.15,0.25,2,117.5,10.5,1,8.1,NA,1,27.1,NA,2,34.15,4.15,1,1.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shelton Reservoir #2","7/15/2005","7/15/2005","2005","Shelton",41.3193,73.1107,"CT","CAES","N","N",2.95,29827.425,940.52,1.536,3,NA,0.8287,NA,NA,"Y",1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,12,1,11,"SAV",0,0.00011,0,0,0,0,0,0,0,2,0.0415,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.4,0.1,2,153,1,1,8.3,NA,1,25.7,NA,2,18,1.5,1,2.2,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Silver Lake","combined","7/8/2008","comb","Berlin, Meriden",41.345,72.4621,"CT","CAES","Y","N",59.08,602535.061,4728.41,1.718,4.877,1.524,0.7296,NA,NA,"Y",0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,19,2,17,"SAV",0,0,0,0,0,0.07107,0,0.03751,0,2,0.0728,0.0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.725,0.325,2,247.25,28.25,2,0.05065,0.04915,2,26.1,0.7,2,71.625,3.375,2,1.4,0.4,"",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Slopers Pond","9/7/2010","9/7/2010","2010","Southington",41.5911,72.839,"CT","CAES","N","N",5.99,64688.701,1298.04,1.44,3,NA,0.8032,NA,NA,"Y",0.0042,0.0042,0.0042,0,0,1,0,0,0,0,0,0,0,7,1,6,"SAV",0,0.00425,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.5,NA,1,25.4,NA,NA,NA,NA,1,2.1,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Lake (2)","9/24/2009","9/24/2009","2009","Southington",41.1347,73.4222,"CT","CAES","N","N",3.08,30902.216,1232.62,1.978,1.3,NA,0.6023,NA,NA,"Y",0.0535,0.0535,0.0535,0,0,1,0,0,0,0,1,0,0,6,2,4,"SAV",0,0.03164,0,0,0,0,0.02187,0,0,1,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.2,NA,1,263,NA,1,15.2,NA,1,21.3,NA,1,165,NA,1,1.3,NA,"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talmadges Ice Pond","7/7/2005","7/7/2005","2005","Branford",41.2674,72.789,"CT","CAES","N","N",0.45,4523.546,303.52,1.273,1,NA,0.9424,NA,NA,"Y",0.0797,0.0797,0.0797,0,0,1,0,0,0,0,0,0,0,4,1,3,"SAV",0,0.0797,0,0,0,0,0,0,0,2,0.107,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.55,0.45,2,204.5,2.5,1,4.1,NA,1,23.4,NA,2,71.63,4.125,1,1,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talmage Pond","7/7/2006","7/7/2006","2006","Branford",41.2613,72.8375,"CT","CAES","N","N",1.21,12073.245,440.67,1.131,1,NA,0.9139,NA,NA,"Y",0.005,0.005,0.005,0,0,1,0,0,0,0,0,0,0,7,1,6,"SAV",0,0.005,0,0,0,0,0,0,0,2,0.065,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.75,0.05,2,52,0,1,2.5,NA,1,23.4,NA,2,10.15,0.35,NA,NA,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Taunton Lake","combined","6/15/2010","comb","Newtown",41.41,73.3318,"CT","CAES","Y","N",50.18,501897.572,3729.97,1.485,10,7,0.7799,NA,NA,"Y",0.0031,0.0062,0,0,0,0,0,0,0,1,0,0,0,10,1,9,"SAV",0,0,0,0,0,0.00622,0,0,0,2,0.1485,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,0.05,2,147.5,15.5,2,0.05065,0.04915,2,21.75,1.75,2,34.5,2.65,2,2,0.5,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, North","combined","combined","comb","Simsbury",41.82,72.8227,"CT","CAES","Y","N",5.42,53965.87,1907.28,2.316,2,NA,0.1017,NA,NA,"Y",0.0714,0.1013,0.0416,0,0,0,0,0,0,1,0,0,0,16,1,15,"SAV",0,0,0,0,0,0.07145,0,0,0,2,0.0421,0.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,0.45,2,250.75,44.25,2,7.9,1.2,2,26.45,0.85,2,46.5,11.625,2,1.5,0,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, South","7/5/2012","7/5/2012","2012","Simsbury",41.8176,72.8234,"CT","CAES","N","N",6.6,67394.28,1101.4,1.197,3.5,NA,0.809,NA,NA,"Y",0.0401,0.0401,0.0401,0,0,0,0,0,0,1,0,0,0,10,1,9,"SAV",0,0,0,0,0,0.04011,0,0,0,2,0.0218,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,0.5,2,313.5,18.5,1,9.5,NA,1,26.5,NA,2,62.25,3,1,2,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ulbrich Reservoir","7/18/2005","7/18/2005","2005","Wallingford",41.4467,72.7441,"CT","CAES","N","N",62.32,622080.487,4931.41,1.764,7,NA,0.7601,NA,NA,"Y",4e-04,4e-04,4e-04,0,0,1,0,0,0,0,0,0,0,8,1,7,"SAV",0,0.00037,0,0,0,0,0,0,0,2,0.0285,0.0255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,1,2,136,15,1,8.2,NA,1,25.9,NA,2,61.5,7.5,1,2.6,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Upper Moodus Reservoir","7/16/2012","7/16/2012","2012","East Haddam",41.504,72.407,"CT","CAES","N","N",178.06,1780616.82,11613.47,2.82,3,NA,0.6213,NA,NA,"Y",0.0022,0.0022,0.0022,0,0,1,0,0,0,0,1,0,0,36,2,34,"SAV",0,0,0,0,0,0,0,0,0,2,0.0697,0.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.55,0.25,2,55,0,1,8.8,NA,1,28.9,NA,2,9.375,0.375,1,1.5,NA,"",1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
"Wah Wah Taysee Pond","9/21/2009","9/21/2009","2009","North Haven",41.4169,72.8846,"CT","CAES","N","N",0.57,5338.45,297.87,1.15,2,NA,1,NA,NA,"Y",0.0153,0.0153,0.0153,0,0,1,0,0,0,0,0,0,0,5,1,4,"SAV",0,0.01532,0,0,0,0,0,0,0,2,0.028,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.15,0.05,2,132,20,1,9.6,NA,1,20.4,NA,2,93.05,8.25,1,2,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wampum Hill Pond","9/9/2005","9/9/2005","2005","Wilton",41.2299,73.4135,"CT","CAES","N","N",0.16,1735.12,159.39,1.079,1.5,NA,1,NA,NA,"Y",0.8822,1,0.7644,0,0,1,0,0,0,1,0,0,1,9,3,6,"FP",0,0.20194,0,0,0,0.28121,0,0.28121,0,2,0.178,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.85,0.05,2,152.5,35.5,1,1.2,NA,1,18.3,NA,2,37.88,16.875,1,0.7,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waubeeka Lake","9/28/2005","9/28/2005","2005","Danbury",41.3499,73.4593,"CT","CAES","N","N",14.45,143700.6,2497.47,1.859,2.5,NA,0.8354,NA,NA,"Y",8e-04,8e-04,8e-04,0,0,1,0,0,0,0,0,0,0,13,1,12,"SAV",0,0.00081,0,0,0,0,0,0,0,2,0.013,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.25,0.15,2,199,1,1,7,NA,1,21.2,NA,2,48,0,1,2.4,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Williams Brook (Highland Lake) ","9/2/2005","9/2/2005","2005","Ledyard",41.4382,71.9696,"CT","CAES","N","N",3.2,32053.527,863.08,1.36,2,NA,0.6775,NA,NA,"Y",9e-04,9e-04,9e-04,0,0,1,0,0,0,0,0,0,0,10,1,9,"SAV",0,0.00089,0,0,0,0,0,0,0,2,0.074,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.1,2,97.5,0.5,1,5.6,NA,1,25.9,NA,2,13.5,1.5,1,1.5,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
